"Player Name","Age","Position","Pos","Market values","Fee","Team_Name","Club_Logo_URL","Transfer_Type"
"Mourtada FallM. Fall",35,"Centre-Back","CB","<U+20B9>1.8 Cr","free transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Ahmed JahouhA. Jahouh",34,"Defensive Midfield","DM","<U+20B9>2.2 Cr","free transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Gursimrat Singh GillG. Singh Gill",26,"Centre-Back","CB","<U+20B9>40 L","free transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Raynier FernandesR. Fernandes",27,"Central Midfield","CM","<U+20B9>1.6 Cr","free transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Naorem Tondomba SinghN. Singh",24,"Defensive Midfield","DM","<U+20B9>80 L","loan transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Rowllin BorgesR. Borges",31,"Defensive Midfield","DM","<U+20B9>80 L","loan transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Huidrom Naocha SinghH. Singh",23,"Left-Back","LB","<U+20B9>1.4 Cr","loan transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Vignesh DVignesh D",25,"Left-Back","LB","<U+20B9>1.4 Cr","?","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Pranjal BhumijP. Bhumij",24,"Centre-Forward","CF","<U+20B9>60 L","?","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Gyamar NikumG. Nikum",18,"Right Midfield","RM","<U+20B9>1 Cr","loan transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Amey RanawadeA. Ranawade",25,"Centre-Back","CB","<U+20B9>60 L","loan transfer","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Jayesh RaneJ. Rane",31,"Defensive Midfield","DM","<U+20B9>80 L","End of loanMay 31, 2024","Mumbai City FC","https://www.indiansuperleague.com/static-assets/images/club/506.png?v=100.33","Departures"
"Redeem TlangR. Tlang",28,"Right Winger","RW","<U+20B9>1.6 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Bekey OramB. Oram",19,"Striker","Striker","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Danny MeiteiD. Meitei",15,"Mittelfeld","Mittelfeld","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Yaser HamedY. Hamed",25,"Centre-Back","CB","<U+20B9>3.6 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Dipesh ChauhanD. Chauhan",19,"Goalkeeper","GK","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Mohammed Ali BemammerM. Bemammer",33,"Defensive Midfield","DM","<U+20B9>3.2 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Macarton Louis NicksonM. Nickson",19,"Striker","Striker","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Mukul PanwarM. Panwar",16,"Defender","Defender","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Shajan FranklinS. Franklin",22,"Mittelfeld","Mittelfeld","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Thoi SinghT. Singh",19,"Centre-Forward","CF","<U+20B9>20 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"FredyFredy",20,"Striker","Striker","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Néstor AlbiachN. Albiach",30,"Second Striker","SS","<U+20B9>2 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Dinesh SinghD. Singh",25,"Centre-Back","CB","<U+20B9>80 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Ibson MeloIbson Melo",33,"Centre-Forward","CF","<U+20B9>2.4 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Phalguni SinghPhalguni Singh",28,"Defensive Midfield","DM","<U+20B9>1.2 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Buanthanglun SamteB. Samte",23,"Left-Back","LB","<U+20B9>1 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Míchel ZabacoM. Zabaco",34,"Centre-Back","CB","<U+20B9>1.6 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Asheer AkhtarA. Akhtar",28,"Right-Back","RB","<U+20B9>1.2 Cr","?","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Shighil NambrathShighil Nambrath",20,"Mittelfeld","Mittelfeld","-","?","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Arrivals"
"Emanuel LalchhanchhuahaE. Lalchhanchhuaha",21,"Attacking Midfield","AM","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Joe ZoherlianaJ. Zoherliana",24,"Right-Back","RB","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Mohammed IrshadM. Irshad",28,"Centre-Back","CB","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Imran KhanI. Khan",28,"Left Winger","LW","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Arindam BhattacharjaA. Bhattacharja",33,"Goalkeeper","GK","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Alisher KholmurodovA. Kholmurodov",26,"Centre-Back","CB","-","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Joseba BeitiaJ. Beitia",33,"Central Midfield","CM","<U+20B9>80 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Wilmar Jordán GilW. Jordán Gil",32,"Centre-Forward","CF","<U+20B9>2.4 Cr","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Sehnaj SinghS. Singh",30,"Central Midfield","CM","<U+20B9>40 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Gurjinder KumarG. Kumar",32,"Left-Back","LB","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Mashoor ShereefMashoor Shereef",30,"Centre-Back","CB","<U+20B9>60 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Provat LakraP. Lakra",25,"Left-Back","LB","<U+20B9>40 L","free transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Emil BennyE. Benny",22,"Attacking Midfield","AM","<U+20B9>1.4 Cr","?","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Nikhil DekaN. Deka",21,"Goalkeeper","GK","<U+20B9>20 L","?","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"DanmawiaDanmawia",30,"Left Winger","LW","<U+20B9>40 L","-","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Aaron EvansA. Evans",28,"Centre-Back","CB","<U+20B9>2.2 Cr","-","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Jestin GeorgeJ. George",25,"Centre-Back","CB","<U+20B9>1.2 Cr","-","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Dipu MirdhaD. Mirdha",24,"Attacking Midfield","AM","<U+20B9>40 L","-","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Alfred LalruotsangA. Lalruotsang",20,"Centre-Forward","CF","<U+20B9>40 L","loan transfer","NorthEast United FC","https://www.indiansuperleague.com/static-assets/images/club/504.png?v=100.33","Departures"
"Joe KnowlesJ. Knowles",27,"Right Winger","RW","<U+20B9>1.2 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Makan Winkle ChoteM. Chote",23,"Right Winger","RW","<U+20B9>1 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Felipe AmorimFelipe Amorim",32,"Left Winger","LW","<U+20B9>2.4 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Vignesh DVignesh D",25,"Left-Back","LB","<U+20B9>1.4 Cr","?","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Lalchhanhima SailoL. Sailo",20,"Right Midfield","RM","<U+20B9>1 Cr","?","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Petteri PennanenP. Pennanen",32,"Central Midfield","CM","<U+20B9>2 Cr","?","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Jonathan MoyaJ. Moya",31,"Centre-Forward","CF","<U+20B9>4 Cr","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Oswaldo AlanísO. Alanís",34,"Centre-Back","CB","<U+20B9>6.4 Cr","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Mohammed RafiM. Rafi",22,"Centre-Back","CB","-","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Lalchungnunga ChhangteL. Chhangte",23,"Left Winger","LW","<U+20B9>40 L","End of loanMay 31, 2024","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Arrivals"
"Akash MishraA. Mishra",21,"Left-Back","LB","<U+20B9>3 Cr","<U+20B9>2.6 Cr","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Halicharan NarzaryH. Narzary",29,"Left Winger","LW","<U+20B9>1.8 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Rohit DanuR. Danu",20,"Centre-Forward","CF","<U+20B9>80 L","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Javi SiverioJ. Siverio",25,"Centre-Forward","CF","<U+20B9>2.6 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Borja HerreraB. Herrera",30,"Attacking Midfield","AM","<U+20B9>2.4 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Amritpal SinghA. Singh",22,"Centre-Back","CB","<U+20B9>60 L","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"BiakaBiaka",20,"Goalkeeper","GK","<U+20B9>40 L","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Sweden FernandesS. Fernandes",23,"Right Midfield","RM","<U+20B9>80 L","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Odei OnaindiaO. Onaindia",33,"Centre-Back","CB","<U+20B9>2.2 Cr","free transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Lalchungnunga ChhangteL. Chhangte",22,"Left Winger","LW","<U+20B9>40 L","loan transfer","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Bartholomew OgbecheB. Ogbeche",38,"Centre-Forward","CF","<U+20B9>1.4 Cr","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Joel ChianeseJ. Chianese",33,"Centre-Forward","CF","<U+20B9>2.2 Cr","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Lalawmpuia RalteL. Ralte",23,"Centre-Forward","CF","<U+20B9>20 L","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Felipe AmorimFelipe Amorim",32,"Left Winger","LW","<U+20B9>2.4 Cr","-","Hyderabad FC","https://www.indiansuperleague.com/static-assets/images/club/1536.png?v=100.33","Departures"
"Cy GoddardC. Goddard",26,"Left Winger","LW","<U+20B9>1.4 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Paogoumang SingsonP. Singson",19,"Centre-Back","CB","<U+20B9>60 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Jerry LalrinzualaJ. Lalrinzuala",24,"Left-Back","LB","<U+20B9>1 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Lalliansanga RenthleiL. Renthlei",24,"Central Midfield","CM","<U+20B9>80 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Ashangbam Aphaoba SinghA. Singh",19,"Centre-Forward","CF","<U+20B9>40 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Roy KrishnaR. Krishna",35,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Laldinliana RenthleiL. Renthlei",24,"Right-Back","RB","<U+20B9>1.6 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Mourtada FallM. Fall",35,"Centre-Back","CB","<U+20B9>1.8 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Ahmed JahouhA. Jahouh",34,"Defensive Midfield","DM","<U+20B9>2.2 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Lenny RodriguesL. Rodrigues",36,"Defensive Midfield","DM","<U+20B9>40 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Givson SinghG. Singh",21,"Attacking Midfield","AM","<U+20B9>60 L","loan transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"PuiteaPuitea",25,"Central Midfield","CM","<U+20B9>1 Cr","?","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Pranjal BhumijP. Bhumij",24,"Centre-Forward","CF","<U+20B9>60 L","?","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Pungte LapungP. Lapung",20,"Mittelfeld","Mittelfeld","-","-","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Amey RanawadeA. Ranawade",25,"Centre-Back","CB","<U+20B9>60 L","loan transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Lalhrezuala SailungL. Sailung",23,"Right-Back","RB","<U+20B9>60 L","End of loanMay 31, 2024","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Arrivals"
"Víctor RodríguezV. Rodríguez",33,"Attacking Midfield","AM","<U+20B9>1.8 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Dylan D'SilvaDylan D'Silva",23,"Goalkeeper","GK","<U+20B9>20 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Sebastian ThangmuansangS. Thangmuansang",25,"Right-Back","RB","<U+20B9>60 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Rishabh DobriyalR. Dobriyal",21,"Right Winger","RW","<U+20B9>20 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Akshunna TyagiA. Tyagi",21,"Striker","Striker","<U+20B9>20 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Vinit RaiVinit Rai",25,"Defensive Midfield","DM","<U+20B9>1 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Pedro MartínP. Martín",31,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"LalruattharaLalruatthara",28,"Left-Back","LB","<U+20B9>60 L","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Saúl CrespoS. Crespo",26,"Central Midfield","CM","<U+20B9>3.2 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Nandha Kumar SekarN. Sekar",27,"Left Winger","LW","<U+20B9>2.2 Cr","free transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Lalhrezuala SailungL. Sailung",22,"Right-Back","RB","<U+20B9>60 L","loan transfer","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Amey RanawadeA. Ranawade",26,"Centre-Back","CB","<U+20B9>60 L","End of loanMay 31, 2024","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Karan AminK. Amin",33,"Right-Back","RB","<U+20B9>20 L","-","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Osama MalikO. Malik",32,"Defensive Midfield","DM","<U+20B9>2 Cr","-","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Shubham SarangiS. Sarangi",22,"Right-Back","RB","<U+20B9>60 L","-","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Givson SinghG. Singh",21,"Attacking Midfield","AM","<U+20B9>60 L","End of loanMay 31, 2024","Odisha FC","https://www.indiansuperleague.com/static-assets/images/club/1499.png?v=100.33","Departures"
"Wungngayam MuirangW. Muirang",24,"Centre-Back","CB","<U+20B9>40 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Steve AmbriS. Ambri",26,"Right Winger","RW","<U+20B9>3.2 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Nongdamba NaoremN. Naorem",23,"Left Winger","LW","<U+20B9>40 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Semboi HaokipS. Haokip",30,"Centre-Forward","CF","<U+20B9>60 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Sanan Mohammed KS. K",19,"Left Winger","LW","-","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Petar SliskovicP. Sliskovic",32,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Rei TachikawaR. Tachikawa",25,"Central Midfield","CM","<U+20B9>2 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Imran KhanI. Khan",28,"Left Winger","LW","<U+20B9>60 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Alen StevanovicA. Stevanovic",32,"Left Winger","LW","<U+20B9>2 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Jérémy ManzorroJ. Manzorro",31,"Attacking Midfield","AM","<U+20B9>40 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Provat LakraP. Lakra",25,"Left-Back","LB","<U+20B9>40 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Emil BennyE. Benny",22,"Attacking Midfield","AM","<U+20B9>1.4 Cr","?","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"ElsinhoElsinho",32,"Central Midfield","CM","<U+20B9>1.6 Cr","-","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Ayush JenaA. Jena",21,"Goalkeeper","GK","-","-","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Sk SahilSk Sahil",24,"Central Midfield","CM","<U+20B9>60 L","End of loanMay 31, 2024","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Arrivals"
"Phijam Vikash SinghP. Singh",20,"Central Midfield","CM","<U+20B9>20 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Ishan PanditaI. Pandita",25,"Centre-Forward","CF","<U+20B9>1.8 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Rafael CrivellaroR. Crivellaro",34,"Attacking Midfield","AM","<U+20B9>1.4 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Eli SabiáE. Sabiá",34,"Centre-Back","CB","<U+20B9>1 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Harry SawyerH. Sawyer",26,"Centre-Forward","CF","<U+20B9>1.6 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Boris SinghB. Singh",23,"Right-Back","RB","<U+20B9>1.8 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Farukh ChoudharyF. Choudhary",26,"Right Winger","RW","<U+20B9>60 L","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Laldinliana RenthleiL. Renthlei",24,"Right-Back","RB","<U+20B9>1.6 Cr","free transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Sk SahilSk Sahil",23,"Central Midfield","CM","<U+20B9>60 L","loan transfer","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Dylan FoxDylan Fox",29,"Centre-Back","CB","<U+20B9>1.2 Cr","-","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Jay Emmanuel-ThomasJ. Emmanuel-Thomas",32,"Attacking Midfield","AM","<U+20B9>2 Cr","-","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Petar SliskovicP. Sliskovic",32,"Centre-Forward","CF","<U+20B9>2 Cr","-","Jamshedpur FC","https://www.indiansuperleague.com/static-assets/images/club/1159.png?v=100.33","Departures"
"Keziah VeendorpK. Veendorp",26,"Defensive Midfield","DM","<U+20B9>4.4 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Sahil PooniaS. Poonia",17,"Goalkeeper","GK","-","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Ryan WilliamsR. Williams",29,"Right Midfield","RM","<U+20B9>2.8 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Jessel CarneiroJ. Carneiro",33,"Left-Back","LB","<U+20B9>60 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Shankar SampingirajS. Sampingiraj",28,"Central Midfield","CM","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Curtis MainC. Main",31,"Centre-Forward","CF","<U+20B9>3.6 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Halicharan NarzaryH. Narzary",29,"Left Winger","LW","<U+20B9>1.8 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Rohit DanuR. Danu",20,"Centre-Forward","CF","<U+20B9>80 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Vikram Lahkbir SinghV. Singh",29,"Goalkeeper","GK","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Slavko DamjanovicS. Damjanovic",30,"Centre-Back","CB","<U+20B9>1.6 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Salam Johnson SinghS. Singh",21,"Centre-Forward","CF","<U+20B9>1.4 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Chingambam Shivaldo SinghC. Singh",19,"Centre-Back","CB","-","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Robin YadavR. Yadav",21,"Right-Back","RB","-","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
